product_category,product_name,product_short_desc,product_ad_desc,product_price,product_color,product_age,product_avg_rev
Lobby,DELAKTIG,sunt distinctio in,Est molestiae nostrum dolor officiis eligendi.,364,original red,25,2
Bed room,FRIHETEN,et similique omnis,Autem non ea perferendis voluptatum at id nesciunt omnis dolor.,37,red,26,3
Bed room,BALKARP,ipsum sit reiciendis,Porro iste omnis provident.,562,red,12,5
Kitchen,EKEBOL,vel et animi,Repellendus temporibus eos dolorem sit.,608,Bomstad black,4,3
Lobby,FRIHETEN,at quos perspiciatis,Facilis saepe ut exercitationem delectus eaque.,307,navy,10,5
Living room,DELAKTIG,quaerat laborum amet,Ut praesentium ut et et qui.,288,Bomstad black,6,3
Kitchen,FRIHETEN,eius harum ad,Ea sunt quos ex aut.,119,Hyllie dark gray,19,4
Living room,FRIHETEN,eos mollitia dolore,Explicabo aut enim quam et quaerat consequatur.,319,pink,28,4
Kitchen,EKEBOL,ut quis laboriosam,Voluptatum adipisci vitae est aut et.,348,Skiftebo dark gray,18,3
Lobby,FRIHETEN,dolorum ut incidunt,Voluptate sed minus error et odit sed excepturi natus omnis.,253,Hyllie beige,8,2
Kitchen,EKEBOL,ratione repellendus fuga,Sapiente aut nam impedit dignissimos consequuntur est.,551,gray,18,4
Lobby,FRIHETEN,sit quis ipsum,Numquam sed itaque reprehenderit eos qui optio dicta.,180,Hyllie dark gray,22,5
Kitchen,DELAKTIG,pariatur a autem,Omnis tempore mollitia ex dolorem consequatur quia est.,411,pink,29,5
Bed room,BALKARP,quasi non consequatur,Pariatur sit dolores excepturi et non.,189,red,8,1
Kitchen,BRATHULT,necessitatibus dolor doloremque,Voluptatum consectetur quo illo non.,539,red,4,3
Bed room,BRATHULT,vitae dolorem illum,Et ipsum quod ab ut expedita rerum.,560,navy,24,2
Bed room,FRIHETEN,animi soluta qui,Aliquid quibusdam aut consequuntur tempora harum reiciendis ipsum.,437,Hyllie dark gray,23,1
Kitchen,DELAKTIG,quos voluptatum autem,Exercitationem id voluptas est ab corporis voluptatem.,287,red,4,2
Lobby,BRATHULT,libero et dicta,Ipsa excepturi enim quisquam dolorem adipisci.,435,Bomstad black,1,2
Rest room,BALKARP,blanditiis molestiae aut,Quas consequatur sequi perferendis aspernatur et vero et aut harum.,505,pink,22,3
Rest room,DELAKTIG,voluptatem ea vero,Quae blanditiis debitis dolore perferendis in alias quia.,460,gray,28,5
Bed room,FRIHETEN,aliquid dolorem dolor,Et sint excepturi.,625,black,6,3
Bed room,EKEBOL,reiciendis est ex,Et voluptatem deserunt sit totam velit quibusdam velit.,434,Skiftebo dark gray,11,5
Lobby,DELAKTIG,totam voluptatem molestiae,Dolorum nisi dolorum delectus eius in dignissimos dolorem.,586,gray,17,1
Kitchen,BALKARP,aut sed architecto,Numquam ut accusamus non tempora voluptatem placeat rem saepe.,315,white,26,4
Bed room,FRIHETEN,enim sint harum,Qui libero consequatur sit consequatur aliquid fuga voluptas a.,495,Skiftebo blue,23,1
Lobby,DELAKTIG,perferendis non vel,A et sunt enim delectus aut perspiciatis sed.,502,black,19,1
Bed room,DELAKTIG,blanditiis vel sequi,Rerum et nobis.,359,blue,12,1
Rest room,BRATHULT,quasi aut earum,Ipsam et dolore non nesciunt exercitationem mollitia.,525,blue,4,4
Lobby,BALKARP,nihil cum quia,Reprehenderit dicta at ea sit eveniet quae suscipit delectus quos.,167,blue,14,5
Lobby,EKEBOL,et aliquam laboriosam,Cumque et sunt laborum consectetur aut eum.,344,Skiftebo blue,25,5
Lobby,FRIHETEN,sapiente voluptatem cupiditate,Aliquam nostrum omnis atque voluptatem sapiente ut reprehenderit.,330,black,10,2
Bed room,DELAKTIG,quo magnam delectus,Vero praesentium omnis ipsum fugit.,355,Hyllie dark gray,21,3
Bed room,BRATHULT,maxime tenetur ipsam,Quo hic tempora nesciunt.,347,white,23,5
Bed room,BALKARP,quasi rerum doloribus,Consectetur sed et quos voluptatem exercitationem voluptatibus aut illo.,651,original red,14,2
Lobby,FRIHETEN,qui nam consequatur,Voluptates itaque non dicta iure.,41,Hyllie beige,3,1
Rest room,DELAKTIG,repellat dolorem quas,Est et repellat magnam totam quasi rerum eveniet nam sunt.,393,Skiftebo blue,8,3
Kitchen,FRIHETEN,inventore maxime enim,Perspiciatis minima accusamus doloremque ipsam nesciunt similique qui ea qui.,399,Skiftebo blue,7,1
Lobby,BALKARP,rerum animi qui,Qui numquam aspernatur.,386,pink,12,5
Lobby,BRATHULT,unde quia fugiat,Voluptas eligendi necessitatibus dolores pariatur reprehenderit ab aliquam reiciendis.,411,red,26,3
Lobby,BRATHULT,aut expedita et,Et accusantium hic accusantium eaque laboriosam ex omnis eos.,621,white,25,4
Kitchen,DELAKTIG,cumque ut magni,Suscipit neque vel distinctio voluptatibus vel.,561,original red,23,3
Lobby,BRATHULT,doloremque dolore totam,Rem earum nihil non ut vel quos.,429,Skiftebo blue,26,3
Rest room,BRATHULT,consequatur ut et,Blanditiis aut inventore sit porro.,221,Bomstad black,8,1
Lobby,BALKARP,omnis asperiores enim,Quam sint repudiandae tenetur et non cum.,198,Hyllie beige,18,4
Bed room,BRATHULT,maiores minus voluptate,Hic quia et.,542,gray,26,4
Kitchen,BALKARP,temporibus quis iste,Nihil corporis provident voluptatibus enim enim harum laborum vel.,616,navy,29,1
Kitchen,EKEBOL,inventore quod voluptatem,Velit officia qui eaque qui nihil error.,204,black,26,3
Kitchen,BRATHULT,non aut dolor,A quod quia impedit.,93,navy,3,5
Bed room,BRATHULT,eaque dolores unde,Quam eum omnis et adipisci inventore officiis voluptatem qui.,325,Skiftebo dark gray,8,2
Kitchen,DELAKTIG,et beatae porro,Aut voluptatem consectetur aperiam asperiores reiciendis rerum.,580,original red,16,2
Lobby,DELAKTIG,rem quaerat eius,Quo hic sed.,190,Hyllie dark gray,18,3
Lobby,FRIHETEN,autem sunt necessitatibus,Eligendi iusto minima.,645,white,30,3
Rest room,DELAKTIG,perspiciatis laborum eaque,Et distinctio rerum nisi debitis sit unde quisquam dolor.,54,navy,16,5
Lobby,DELAKTIG,aliquam qui culpa,Rerum explicabo laboriosam suscipit dolorem repellendus.,491,black,4,5
Bed room,BALKARP,perferendis vel et,Aut mollitia veniam quibusdam dolorem perspiciatis vel.,519,gray,16,3
Kitchen,FRIHETEN,est cum ab,Voluptatem qui et molestiae.,294,pink,28,2
Living room,BALKARP,minima nostrum aut,Et facere qui eos architecto.,369,pink,14,3
Rest room,EKEBOL,tenetur corrupti fuga,Qui ad accusantium cupiditate similique minima voluptatum.,300,black,29,5
Living room,BALKARP,necessitatibus et tempora,Vero ipsum omnis repellat dolorum ut culpa ut laudantium.,378,black,4,1
Bed room,FRIHETEN,vel mollitia odit,Aut ut dolores.,110,Hyllie dark gray,1,1
Rest room,BALKARP,delectus minus deserunt,Vel necessitatibus voluptatem odio earum et ea voluptatem.,647,Skiftebo blue,1,4
Bed room,BALKARP,neque sed aut,Omnis dolor qui natus ea at sed deleniti qui.,331,Skiftebo blue,27,5
Lobby,DELAKTIG,quo ut architecto,Et placeat ea quia omnis harum sed et qui.,596,white,28,2
Rest room,BALKARP,ea dolorem voluptatem,Saepe ducimus commodi ratione enim omnis ex voluptates ipsa aut.,167,original red,26,3
Lobby,BRATHULT,molestiae repellat eaque,Dolore natus eos distinctio.,418,Skiftebo blue,10,2
Living room,DELAKTIG,id perferendis nulla,Fugit facere modi corrupti nisi qui ad qui.,183,black,17,3
Kitchen,FRIHETEN,in repellendus facilis,Vel et sit eius voluptas doloremque.,619,Hyllie dark gray,26,5
Rest room,DELAKTIG,tenetur saepe accusamus,Consectetur nostrum esse perferendis et rerum aut et voluptatum voluptatem.,609,Skiftebo dark gray,5,3
Bed room,FRIHETEN,rerum dolores ex,Aut expedita quae omnis odio ut explicabo.,608,Hyllie dark gray,12,2
Bed room,EKEBOL,quia hic quis,Sunt consequuntur cupiditate libero.,131,white,25,5
Bed room,BALKARP,omnis qui voluptas,Quis et modi praesentium commodi quia sequi officiis commodi esse.,616,pink,26,5
Lobby,DELAKTIG,ad aliquid quas,Recusandae omnis ullam quidem ipsam repudiandae.,92,Skiftebo blue,5,4
Living room,EKEBOL,qui fugit voluptatem,Exercitationem ab sint vero quo tempora qui ea.,453,pink,27,3
Lobby,BRATHULT,necessitatibus aut eius,Quia dolor beatae consequatur consequatur et iste dolorum.,240,Skiftebo blue,1,5
Bed room,BALKARP,quaerat autem deleniti,Quos debitis eum sed atque repellendus aut.,616,Skiftebo blue,30,1
Kitchen,FRIHETEN,ex earum maiores,Ex expedita fugiat reiciendis.,339,white,30,5
Bed room,BRATHULT,perspiciatis non dolor,Qui accusamus culpa consectetur aut quos.,113,red,18,3
Lobby,FRIHETEN,assumenda et omnis,Facilis molestiae voluptas magni provident omnis est.,17,blue,18,1
Lobby,BRATHULT,eveniet unde harum,Quisquam nam quia possimus repellendus sit.,68,Hyllie dark gray,25,3
Rest room,BRATHULT,aut ea praesentium,Dolor omnis distinctio sapiente aut dolor enim exercitationem et.,283,pink,6,2
Lobby,BRATHULT,in ullam velit,Voluptas nulla accusamus vero omnis architecto perspiciatis ex dicta.,468,Hyllie beige,25,4
Bed room,EKEBOL,molestiae porro in,Eligendi sit et sed quidem.,223,blue,14,1
Lobby,FRIHETEN,nulla in est,Autem recusandae numquam expedita aliquid cupiditate saepe enim.,385,original red,19,1
Bed room,EKEBOL,id nostrum ad,Non autem eius dolor minus nobis et alias omnis.,331,Skiftebo blue,18,4
Bed room,EKEBOL,officia eum commodi,Voluptatem placeat suscipit odio dolores aut in et.,244,original red,3,1
Rest room,BALKARP,aliquid perferendis qui,Et rerum qui provident dignissimos dolores consequatur cumque eligendi rerum.,511,Skiftebo blue,18,1
Kitchen,DELAKTIG,et magnam molestiae,Aut dignissimos consequatur aut doloribus repellendus esse corporis atque eos.,369,gray,1,4
Rest room,BRATHULT,rerum quasi eveniet,Unde error et aut illo.,322,gray,4,1
Bed room,DELAKTIG,recusandae ipsa fuga,Est et dolorum aut ex possimus consequuntur nihil reiciendis nisi.,228,original red,29,1
Bed room,BALKARP,et nobis ipsum,Aspernatur ipsa quo voluptatibus quae quia.,173,original red,8,2
Lobby,EKEBOL,consequatur fuga odit,Aut amet et beatae magnam aspernatur.,503,blue,24,5
Bed room,BRATHULT,qui vero est,Odio aliquid sint ipsa.,323,red,24,5
Bed room,FRIHETEN,necessitatibus et ab,Repellendus aspernatur iste repellendus quod inventore ea.,610,red,27,1
Rest room,BRATHULT,quidem aut laboriosam,In soluta quidem tempora nesciunt rerum qui laborum praesentium.,646,blue,21,5
Bed room,BALKARP,doloribus aliquid cum,Dolores qui est animi in.,211,gray,17,4
Lobby,BALKARP,voluptas deserunt dignissimos,Nisi hic ratione illo eum ipsam mollitia.,326,pink,8,1
Bed room,EKEBOL,impedit doloremque facere,Sequi officia nesciunt vel et eum.,76,Skiftebo dark gray,5,2
Rest room,BRATHULT,eum distinctio voluptatem,Soluta molestiae laudantium reiciendis.,473,navy,14,4
Living room,EKEBOL,totam culpa neque,Rem ratione quas aspernatur ut ut reiciendis.,616,pink,8,5
Rest room,BRATHULT,aliquid suscipit maxime,Exercitationem facere suscipit autem cum ea quis voluptas.,147,red,23,4
Rest room,EKEBOL,nihil corporis sint,Ea quod dolorem sequi et nesciunt non debitis quia sint.,465,original red,15,3
Bed room,BALKARP,voluptatum animi impedit,Ab ipsum enim dicta ipsum eum mollitia.,517,Skiftebo dark gray,14,5
Rest room,EKEBOL,dignissimos inventore placeat,Sapiente earum modi.,568,Bomstad black,12,4
Kitchen,DELAKTIG,autem nemo optio,Ea suscipit et et.,481,Skiftebo dark gray,6,3
Living room,DELAKTIG,facilis officiis quo,Voluptate numquam dicta quis quaerat provident.,160,Hyllie beige,3,1
Kitchen,BRATHULT,est odit autem,Culpa doloremque error eos assumenda ea dolorem magnam sit.,163,pink,28,3
Bed room,FRIHETEN,dolor asperiores nihil,Minima omnis aspernatur et totam veritatis sed voluptas alias labore.,624,pink,15,3
Rest room,BRATHULT,sunt rerum amet,Et quia esse sint fugit.,566,Skiftebo dark gray,22,3
Rest room,BALKARP,eum ut consequatur,Nam mollitia aut accusantium quaerat.,186,original red,24,1
Lobby,DELAKTIG,ipsum qui sit,Molestiae modi ab natus dolores dolor laborum quia.,148,blue,17,2
Kitchen,BRATHULT,perferendis enim vitae,Amet ipsam dolor eum aperiam.,281,red,19,3
Kitchen,DELAKTIG,dolor modi soluta,Error voluptates nihil cum nihil.,283,Skiftebo blue,13,4
Bed room,FRIHETEN,nesciunt doloribus quasi,Aut illum voluptatem eaque ullam.,471,white,15,4
Kitchen,BRATHULT,rem dignissimos necessitatibus,Officia earum ipsum illo accusantium rem excepturi veritatis.,101,Skiftebo dark gray,13,4
Bed room,BRATHULT,quia provident est,Est aut incidunt aut deleniti sunt rerum qui autem.,62,black,23,2
Kitchen,BALKARP,dolorem dolore facere,Unde et aut eum.,116,red,1,2
Living room,DELAKTIG,quod libero et,Iste ut libero quis aut dolorem explicabo magnam minus iure.,329,Bomstad black,28,1
Lobby,FRIHETEN,possimus iusto sed,Voluptatem dolorem molestiae rem recusandae quia consequuntur ipsa.,141,red,26,4
Rest room,BALKARP,quae alias asperiores,Sed enim aliquam rerum iste aut natus cum similique.,81,navy,17,1
Kitchen,EKEBOL,corporis porro ad,Vitae vel ullam quam reprehenderit tempore.,191,white,30,5
Lobby,DELAKTIG,in expedita eius,Facilis dolorem eius enim at deleniti sunt.,482,Skiftebo blue,25,5
Lobby,FRIHETEN,veritatis in consequuntur,Est enim quis.,13,red,2,2
Living room,DELAKTIG,tempora hic et,Et error provident odit.,128,Skiftebo dark gray,9,5
Lobby,EKEBOL,sed omnis quia,Libero tempore quas maiores nihil culpa molestias.,547,Bomstad black,26,5
Living room,EKEBOL,voluptates numquam praesentium,Quia eveniet ex adipisci atque in sequi.,194,blue,3,1
Bed room,DELAKTIG,rerum tempora laboriosam,Nisi et magnam ea saepe sit dolores.,255,original red,8,2
Lobby,FRIHETEN,porro occaecati et,Omnis doloremque officia reiciendis modi ipsum quo.,194,Hyllie dark gray,29,3
Bed room,BALKARP,quo dolorum odio,Et voluptas dolore aliquam non laboriosam et unde corporis repudiandae.,405,original red,13,2
Lobby,BRATHULT,non et voluptatum,Aut et quas vero consequuntur facilis est.,149,red,23,2
Bed room,BRATHULT,libero unde odio,Et quibusdam rerum at beatae dolor ad ipsa provident corporis.,352,Hyllie dark gray,23,2
Kitchen,BRATHULT,sunt dolores dolorum,Eos perspiciatis sequi.,488,Hyllie dark gray,24,1
Living room,BRATHULT,non debitis ad,Quasi enim fugiat non est saepe alias expedita consequatur qui.,199,gray,28,2
Kitchen,FRIHETEN,recusandae laudantium omnis,Voluptas pariatur esse maxime totam eligendi qui.,206,white,10,5
Lobby,FRIHETEN,pariatur modi qui,Rerum maxime mollitia vitae id ullam ea est sed.,120,Skiftebo dark gray,14,5
Lobby,BRATHULT,at alias deleniti,Eveniet voluptatem dicta et sed dolor at fuga voluptates.,211,navy,5,1
Kitchen,BRATHULT,labore reiciendis magni,Cupiditate est nemo unde aliquid.,144,black,23,3
Kitchen,BRATHULT,suscipit dolores aliquam,Nobis molestias molestiae delectus iusto velit.,172,blue,10,2
Kitchen,BALKARP,est ut reiciendis,Soluta maiores voluptatem vero ex perferendis cum omnis.,533,black,11,4
Living room,BRATHULT,atque unde magnam,Delectus sit dolore quos distinctio.,470,blue,15,2
Bed room,BALKARP,quasi aut quis,Et ut a voluptatum et totam aliquam.,86,black,30,5
Bed room,FRIHETEN,voluptatum consequuntur et,Beatae asperiores omnis ut fuga sint dignissimos.,41,Hyllie dark gray,19,5
Kitchen,EKEBOL,voluptatum atque dolores,Eos dolorem ut est deleniti.,517,gray,5,3
Kitchen,DELAKTIG,illo excepturi et,Vero maiores dolorem at dolor aperiam.,172,black,12,1
Rest room,BRATHULT,deserunt vel rerum,Sequi provident delectus dolorem doloribus.,278,black,8,5
Bed room,FRIHETEN,odit nemo est,Unde sequi nisi et eum consequatur.,213,blue,11,4
Living room,EKEBOL,numquam eos ipsum,Reprehenderit adipisci nihil repellat id aspernatur vel error iste non.,36,black,25,3
Bed room,DELAKTIG,et fuga commodi,Atque ex quis consequuntur delectus incidunt.,486,black,8,4
Living room,DELAKTIG,facilis sapiente maiores,Esse ex ipsa ea et in autem.,575,Bomstad black,25,3
Rest room,FRIHETEN,sapiente non repudiandae,Ea voluptates et consequatur perferendis nam et deleniti non.,356,black,12,4
Lobby,EKEBOL,officiis et ut,Sed porro magnam est repudiandae et.,486,white,8,2
Bed room,BRATHULT,et ut omnis,Similique optio et architecto error nesciunt earum odio sunt sit.,312,Skiftebo blue,27,5
Living room,FRIHETEN,non recusandae cum,Minus laudantium non consequatur ex eveniet.,427,black,19,2
Bed room,EKEBOL,maxime impedit est,Cum sit hic et.,283,red,6,5
Living room,BALKARP,vero qui commodi,Vitae in suscipit modi officiis ex.,139,black,1,3
Rest room,EKEBOL,asperiores quae magni,Voluptas animi incidunt dicta suscipit nostrum amet quia.,530,Skiftebo dark gray,25,1
Rest room,BRATHULT,qui eum id,Est officiis rem in qui qui nesciunt quam perspiciatis.,106,blue,28,3
Living room,DELAKTIG,doloribus ut temporibus,Facilis minima ipsam quia voluptatem iure hic sed.,72,navy,1,3
Bed room,FRIHETEN,et aut veritatis,Enim reiciendis pariatur praesentium.,594,white,3,5
Kitchen,EKEBOL,incidunt provident nobis,Repudiandae temporibus rerum.,68,red,17,2
Living room,BALKARP,aut consectetur nam,Nobis incidunt quibusdam repellat porro est minima.,551,navy,1,2
Rest room,EKEBOL,aliquid aspernatur officia,Harum suscipit voluptas.,557,Bomstad black,18,5
Kitchen,DELAKTIG,deserunt et incidunt,Eos laboriosam sint repellat tempora et animi fugit.,70,navy,13,4
Living room,EKEBOL,occaecati quis tempora,Ab tempore impedit praesentium debitis officia sed beatae quibusdam ut.,36,Skiftebo dark gray,27,3
Bed room,DELAKTIG,velit odit molestiae,Fugit qui eaque.,536,Skiftebo dark gray,30,3
Kitchen,BALKARP,omnis laudantium voluptas,Et sint quas et tempora quos incidunt voluptates.,205,white,11,2
Lobby,DELAKTIG,aliquid saepe ea,Blanditiis ut tenetur ex occaecati soluta non.,160,pink,16,2
Living room,DELAKTIG,libero consequuntur quos,Explicabo aut alias numquam ea sint ut inventore.,397,gray,20,4
Kitchen,DELAKTIG,iusto sunt est,Nemo pariatur et ut fuga nostrum vel omnis.,654,white,4,3
Living room,BRATHULT,qui ut tenetur,Perferendis consequatur et facilis ea.,261,gray,15,3
Rest room,BALKARP,eum doloremque illum,Assumenda nostrum sapiente vitae velit sunt.,408,gray,3,3
Rest room,BRATHULT,nesciunt quisquam sed,Sunt iusto qui vero quae eos dicta a labore.,53,Hyllie dark gray,26,1
Bed room,FRIHETEN,sequi sit voluptatibus,Asperiores omnis ut corporis ut officia nostrum cumque sequi quia.,567,black,29,2
Living room,FRIHETEN,sed ea culpa,Nulla amet facere excepturi ut.,144,Skiftebo blue,1,3
Kitchen,BALKARP,impedit voluptatibus vel,Atque soluta voluptatum corporis excepturi quos pariatur quam.,343,gray,26,4
Kitchen,FRIHETEN,nostrum eum labore,Non molestias vel cupiditate blanditiis error aut praesentium animi.,477,black,13,4
Lobby,DELAKTIG,est veniam eveniet,Sint aut sint sapiente numquam non.,291,Skiftebo dark gray,6,2
Living room,FRIHETEN,fugit ut non,Exercitationem id tempore iure explicabo facere cum non quos maxime.,102,Skiftebo blue,11,5
Rest room,DELAKTIG,nisi velit odit,Fuga id accusantium et.,161,blue,20,1
Bed room,EKEBOL,sint voluptas rerum,Corporis possimus aut ea sed sed perspiciatis praesentium saepe.,354,Hyllie dark gray,25,2
Lobby,DELAKTIG,vel a odit,Suscipit numquam fugiat nesciunt.,227,Bomstad black,3,3
Rest room,BRATHULT,nesciunt enim ea,Et blanditiis aut non consectetur ipsam repellendus earum.,508,white,29,1
Rest room,FRIHETEN,maxime similique et,Eos facere aut quae sed et autem.,76,Hyllie dark gray,10,1
Bed room,BALKARP,soluta adipisci quod,Quae totam et et.,565,white,6,5
Kitchen,BALKARP,est excepturi eligendi,Nesciunt sunt ut voluptatem.,144,Bomstad black,25,1
